GW_CSA_AAA,Strengthened Security Patrol 
TEXT_ECONOMY_CORVAE,Tessala Corvae - Income
TEXT_ECONOMY_DERRAN_TAKKAR,Derran Takkar - Income
TEXT_ECONOMY_ELLOR,Ellor Orgraal - Income
TEXT_ECONOMY_FAWN,Arissa Fawn - Income
TEXT_ECONOMY_KARRDE,Talon Karrde - Income
TEXT_ECONOMY_LANDO,Lando Calrissian - Income
TEXT_ECONOMY_MIRAX,Mirax Terrik - Income
TEXT_ECONOMY_NORYM_KIM,Norym Kim - Income
TEXT_ECONOMY_RIGA,Riga Lanchenzoor - Income
TEXT_ECONOMY_TOUNT,Serdif Tount - Income
TEXT_ECONOMY_VILIM_DISRA,Vilim Disra - Income
TEXT_ECONOMY_ZA,Za - Income
TEXT_ELITE_TIE_RAPTOR_SQUADRON,Elite TIE Raptor Squadron
TEXT_ELITE_TIE_RAPTOR_SQUADRON_HALF,Elite TIE Raptor Squadron 1/2
TEXT_ELITE_TIE_RAPTOR_SQUADRON2,Elite TIE Raptor Squadron x2
TEXT_ENCYCLOPEDIA_DEATHSEED,X-wing/TIE Fighter 'Uglies'. Twi'lek forces under Tal'dira flew Deathseeds during the Bacta War.
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAA_UNIT_1,2 * Mankvim Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAA_UNIT_2,1 * IRD Squadron 
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAA_UNIT_3,2 * 2 Warpod Squadron 
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAB_UNIT_1,2 * Z-95 Headhunter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAB_UNIT_2,1 * Z-95 Headhunter Bomber Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAC_UNIT_1,2 * T-wing Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAC_UNIT_2,2 * Cloakshape Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAD_UNIT_1,3 * Citadel Gunship
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAD_UNIT_2,1 * Marauder Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAE_UNIT_1,4 * Etti Lighter 
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAE_UNIT_2,1 * Nebulon-B Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAF_UNIT_1,3 * Nebulon-B Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAG_UNIT_1,3 * Gozanti Gunship Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAG_UNIT_2,2 * BTL-B Y-wing Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAH_UNIT_1,2 * Neutron Star Bulk Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAH_UNIT_2,1 * Galleon
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAI_UNIT_1,1 * Dreadnaught Heavy Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAI_UNIT_2,2 * Recusant
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAJ_UNIT_1,2 * Gladiator-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAJ_UNIT_2,2 * Neutron Star Bulk Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAK_UNIT_1,2 * Victory-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAK_UNIT_2,1 * Victory-II Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAL_UNIT_1,2 * Liberator Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAL_UNIT_2,1 * Dreadnaught Heavy Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAM_UNIT_1,2 * MTC Combat 
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAM_UNIT_2,1 * MTC Support
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAN_UNIT_1,4 * Early Skipray Squadron 
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAN_UNIT_2,2 * Gozanti Gunship Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAN_UNIT_3,1 * Citadel Gunship Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAO_UNIT_1,1 * Bulwark-I Battlecruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAO_UNIT_2,2 * Recusant
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAP_UNIT_1,2 * Drexl Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAP_UNIT_2,2 * H-wing Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAQ_UNIT_1,1 * Lucrehulk Battle Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAQ_UNIT_2,2 * Liberator Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAQ_UNIT_3,2 * Dreadnaught Heavy Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAR_UNIT_1,1 * Invincible Dreadnaught
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAR_UNIT_2,2 * Victory-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAR_UNIT_3,2 * Gladiator-I Star Destroyer 
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAS_UNIT_1,1 * Bulwark-III Battlecruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAS_UNIT_2,2 * Recusant 
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAS_UNIT_3,4 * Bulwark-I Battlecruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAT_UNIT_1,1 * Bulwark-III Battlecruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAT_UNIT_2,1 * Tagge Battlecruiser 
TEXT_ENCYCLOPEDIA_FLAGSHIP_CSA_AAU_UNIT_1,2 * IRD Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAA_UNIT_1,3 * TIE Fighter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAA_UNIT_2,1 * TIE Interceptor Squadron 
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAA_UNIT_3,2 * TIE Bomber Squadron 
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAB_UNIT_1,2 * TIE Light Duty Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAC_UNIT_1,2 * Arquitens Light Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAC_UNIT_2,4 * Raider-II Corvette
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAD_UNIT_1,2 * Adz Patrol Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAD_UNIT_2,1 * A9 Interceptor Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAE_UNIT_1,2 * Gamma ATR-6 Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAE_UNIT_2,3 * IPV-1 Patrol Craft
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAF_UNIT_1,1 * Eidolon Strike Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAF_UNIT_2,2 * TIE Sentinel Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAG_UNIT_1,1 * Imperial-I Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAG_UNIT_2,1 * Gladiator-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAH_UNIT_1,2 * Shielded TIE Fighter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAH_UNIT_2,1 * Shielded TIE Interceptor Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAI_UNIT_1,1 * Combat Escort Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAI_UNIT_2,1 * TIE Hunter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAJ_UNIT_1,1 * Victory-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAJ_UNIT_2,2 * Gladiator-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAK_UNIT_1,3 * IPV/4 Patrol Craft
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAK_UNIT_2,3 * IPV-1 Patrol Craft
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAL_UNIT_1,3 * Early Skipray Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAL_UNIT_2,3 * Gamma ATR-6 Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAM_UNIT_1,2 * Imperial-I Frigate 
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAM_UNIT_2,1 * Galleon
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAM_UNIT_3,2 * Preybird Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAN_UNIT_1,1 * TIE Heavy Bomber Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAN_UNIT_2,2 * TIE Fighter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAN_UNIT_3,1 * TIE Sentinel Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAO_UNIT_1,1 * Imperial-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAO_UNIT_2,1 * Imperial-II Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAP_UNIT_1,1 * Imperial-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAP_UNIT_2,2 * Victory-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAQ_UNIT_1,1 * Imperial-II Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAQ_UNIT_2,2 * Gladiator-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAQ_UNIT_3,4 * Arquitens Light Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAR_UNIT_1,1 * Allegiance Battlecruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAR_UNIT_2,4 * Imperial-II Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAS_UNIT_1,1 * Torpedo Sphere
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAS_UNIT_2,2 * Victory-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAS_UNIT_3,3 * Eidolon Strike Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAT_UNIT_1,1 * Praetor-II Battlecruiser 
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAT_UNIT_2,2 * Imperial-I Star Destroyer 
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAT_UNIT_3,2 * Imperial-I Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAU_UNIT_1,1 * Tagge Battlecruiser 
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAU_UNIT_2,3 * Raider-II Corvette 
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAU_UNIT_3,3 * IPV/4 Patrol Craft
TEXT_ENCYCLOPEDIA_FLAGSHIP_EA_AAV_UNIT_1,2 * Torpedo Sphere
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAA_UNIT_1,2 * Nssis Clawcraft Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAB_UNIT_1,3 * Krssis Interceptor Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAB_UNIT_2,3 * Syca Bomber Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAC_UNIT_1,3 * Nasir Gunship
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAC_UNIT_2,3 * Scarssis Interceptor Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAD_UNIT_1,2 * Ormos Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAD_UNIT_2,3 * Shandian Enhanced Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAE_UNIT_1,2 * Fruoro Firewolf
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAE_UNIT_2,4 * Kuuro Gunship
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAF_UNIT_1,2 * Fruoro Firewolf
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAF_UNIT_2,3 * Krini Firewolf
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAG_UNIT_1,1 * Ton Falk Escort Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAG_UNIT_2,2 * Strike Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAH_UNIT_1,2 * Kynigos Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAH_UNIT_2,2 * Dreadnaught Heavy Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAI_UNIT_1,4 * Syzygos Firewolf
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAI_UNIT_2,1 * Afavos Groundlion
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAJ_UNIT_1,1 * Jiucha Heavy Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAJ_UNIT_2,3 * Shandian Enhanced Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAK_UNIT_1,2 * Rohkea Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAK_UNIT_2,4 * Kuuro Gunship
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAL_UNIT_1,2 * Chaf Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAL_UNIT_2,1 * Ascendancy Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAM_UNIT_1,1 * Venator Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAM_UNIT_2,2 * Victory I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAN_UNIT_1,2 * Smynos Groundlion
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAN_UNIT_2,2 * Foreas Groundlion Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAO_UNIT_1,1 * Raju Heavy Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAO_UNIT_2,2 * Rohkea Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAO_UNIT_3,4 * Kuuro Gunship
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAP_UNIT_1,3 * Janah Bomber Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAP_UNIT_2,4 * Sarie Fighter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAP_UNIT_3,3 * Yudrab Fighter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAQ_UNIT_1,1 * Baomu Support Ship
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAQ_UNIT_2,5 * Muqaraea Corvette
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAR_UNIT_1,2 * Smynos Groundlion
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAR_UNIT_2,2 * Foreas Groundlion Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAR_UNIT_3,4 * Syzygos Firewolf
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAR_UNIT_4,2 * Afavos Groundlion
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAS_UNIT_1,1 * Imperial I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAS_UNIT_2,2 * Victory I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAS_UNIT_3,2 * Strike Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAS_UNIT_4,2 * Gladiator II Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAT_UNIT_1,2 * Syndic Nightdragon
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAT_UNIT_2,1 * Phalanx Nightdragon
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAU_UNIT_1,1 * Efodio Nightdragon Fleet Tender
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAU_UNIT_2,3 * Fruoro Firewolf
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAU_UNIT_3,3 * Shandian Enhanced Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAU_UNIT_4,6 * Krini Firewolf
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAV_UNIT_1,2 * Saytara Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAV_UNIT_2,4 * Muqaraea Corvette
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAV_UNIT_3,6 * Nasir Gunship
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAX_UNIT_1,2 * Baomu Support Ship
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAX_UNIT_2,6 * Shandian Enhanced Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAX_UNIT_3,4 * Jiucha Heavy Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAY_UNIT_1,2 * Intego Nightdragon 
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAY_UNIT_2,4 * Chaf Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAY_UNIT_3,8 * Krini Firewolf
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAZ_UNIT_1,3 * Peltast Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAZ_UNIT_2,4 * Ascendancy Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_EOTH_AAZ_UNIT_3,5 * Ormos Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAA_UNIT_1,3 * TIE Fighter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAA_UNIT_2,1 * TIE Interceptor Squadron 
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAA_UNIT_3,2 * TIE Bomber Squadron 
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAB_UNIT_1,3 * Beta ETR 3 Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAB_UNIT_2,3 * IPV-1 Patrol Craft
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAC_UNIT_1,2 * Carrack Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAC_UNIT_2,1 * TIE Fighter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAD_UNIT_1,1 * Ton-Falk Escort Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAD_UNIT_2,3 * Crusader Corvette
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAE_UNIT_1,2 * TIE Starfighter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAF_UNIT_1,1 * Eidolon Strike Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAF_UNIT_2,2 * Strike Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAG_UNIT_1,3 * Combat Escort Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAG_UNIT_2,2 * TIE Defender Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAH_UNIT_1,4 * Dreadnaught Heavy Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAH_UNIT_2,3 * Advanced Skipray Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAI_UNIT_1,2 * A9 Interceptor Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAI_UNIT_2,2 * TIE Hunter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAJ_UNIT_1,3 * Acclamator-II Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAK_UNIT_1,2 * Howlrunner Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAK_UNIT_2,2 * Preybird Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAK_UNIT_3,2 * Xg-1 Star Wing Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAL_UNIT_1,4 * Vindicator Heavy Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAL_UNIT_2,3 * Skipray Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAM_UNIT_1,3 * Acclamator-II Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAM_UNIT_2,3 * Imperial Patrol Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAN_UNIT_1,1 * MTC Support 
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAN_UNIT_2,2 * Vindicator Heavy Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAO_UNIT_1,2 * Victory-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAO_UNIT_2,3 * Lancer Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAP_UNIT_1,3 * Victory-II Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAP_UNIT_2,1 * Procursator Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAQ_UNIT_1,1 * Star Galleon
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAQ_UNIT_2,2 * Imperial Patrol Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAR_UNIT_1,2 * Missile Boat Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAR_UNIT_2,3 * TIE Defender Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAS_UNIT_1,1 * Tector Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAS_UNIT_2,1 * Imperial-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAT_UNIT_1,1 * Imperial-II Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAT_UNIT_2,2 * Procursator Star Destroyer 
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAU_UNIT_1,1 * Allegiance Battlecruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAU_UNIT_2,2 * Procursator Star Destroyer 
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAU_UNIT_3,4 * Vindicator Heavy Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAV_UNIT_1,1 * Praetor-II Battlecruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAV_UNIT_2,2 * Tagge Battlecruiser 
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAW_UNIT_1,6 * Carrack Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GE_AAW_UNIT_2,1 * Advanced Skipray Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAA_UNIT_1,2 * TIE Fighter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAA_UNIT_2,2 * Clutch Squadron 
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAA_UNIT_3,2 * TIE/gt Squadron 
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAB_UNIT_1,2 * V-wing Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAC_UNIT_1,2 * TIE Oppressor Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAC_UNIT_2,3 * TIE Interceptor Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAD_UNIT_1,3 * Vigil Corvette
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAD_UNIT_2,1 * Carrack Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAE_UNIT_1,4 * Rendili Customs Corvette
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAE_UNIT_2,1 * Adz Patrol Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAE_UNIT_3,2 * Guardian Gunship Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAF_UNIT_1,1 * Combat Escort Carrier
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAF_UNIT_2,1 * TIE Hunter Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAG_UNIT_1,3 * Strike Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAG_UNIT_2,1 * Gorath Strike Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAH_UNIT_1,2 * Vindicator Heavy Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAH_UNIT_2,2 * Acclamator-II Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAI_UNIT_1,3 * Pursuit Light Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAI_UNIT_2,1 * Star Galleon
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAJ_UNIT_1,2 * Imperial-II Frigate
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAJ_UNIT_2,2 * TIE Bomber Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAK_UNIT_1,4 * Crimson Victory-II Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAL_UNIT_1,2 * Broadside Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAL_UNIT_2,3 * Pursuit Light Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAL_UNIT_3,3 * Gorath Strike Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAM_UNIT_1,2 * Victory-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAM_UNIT_2,2 * Tartan Patrol Cruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAN_UNIT_1,2 * Early Skipray Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAN_UNIT_2,3 * TIE Avenger Squadron
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAO_UNIT_1,1 * Imperial-I Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAO_UNIT_2,2 * Tector Star Destroyer
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAP_UNIT_1,1 * Tagge Battlecruiser
TEXT_ENCYCLOPEDIA_FLAGSHIP_GM_AAP_UNIT_2,3 * Tector Star Destroyer
