TEXT_2_WARPOD_SQUADRON,#2 Warpod Squadron
TEXT_TOOLTIP_CITADEL_CRUISER_MOVE,Speed: 7.0 | Accel: 0.3 | Turn: 3.0
TEXT_TOOLTIP_CITADEL_CRUISER_SHIELD,Shields: 100 / [2.25/R] (Gunship)
TEXT_TOOLTIP_CITADEL_CRUISER_SQUADRON,Squadron: 4x Citadel Cruiser 
TEXT_TOOLTIP_CITADEL_CRUISER_WEAP1,1x Fighter Laser Cannon: 4 / 1.0s / 2.0km
TEXT_TOOLTIP_CITADEL_CRUISER_WEAP2,2x Fighter Ion Cannons: 2 / 1.0s / 3.0km
TEXT_TOOLTIP_CITADEL_CRUISER_WEAP3,1x Light Concussion Missile: 1 / 25.0s / 3.0km
TEXT_TOOLTIP_CLASS_I_DROID,A large scale battle droid developed for the Empire, but ultimately rejected and sold to the Corporate Sector. Class I droids were extensively used in conflicts such as the war against the Trianii.
TEXT_TOOLTIP_CLASS_I_DROID_COMPANY,Company: 6x Class I Defense Droid
TEXT_TOOLTIP_CLASS_I_DROID_HEALTH,Health: 100 (Droid)
TEXT_TOOLTIP_CLASS_I_DROID_MOVE,Speed: 1.2 | Turn: 6.0
TEXT_TOOLTIP_CLASS_I_DROID_WEAP1,1x AV Blaster Cannon: 1 / 2.0s / 400m
TEXT_TOOLTIP_CLASS_I_DROID_WEAP2,1x Light AI Blaster Cannon: 2 / 1.0s / 240m
TEXT_TOOLTIP_CLOAKSHAPE_CW,Dated but modular fighter design commonly updated to compete with modern craft. This specific edition sports concussion missiles, and has significantly improved flight performance thanks to an upgraded power plant and engine system.
TEXT_TOOLTIP_CLOAKSHAPE_NEW,A continuation of the time-honored tradition of modifying this fighter craft past its prime, the Cloakshape remains a fighter with a high cost to efficiency ratio even in the modern era. This specific edition adds on a shield generator and additional missile racks, with enhanced engines to compensate, resulting in similar flight performance to its mid-Clone Wars counterpart with the added benefit of increased sustainability in a fight.
TEXT_TOOLTIP_CLOAKSHAPE_STOCK,A simple but ingenious design. The Cloakshape is nearly infinitely upgradable and modifiable, extending its lifetime in service well beyond when it was originally seen as an obsolete design. Extremely cheap, the durable but slow Cloakshape was adopted into service nearly everywhere in the galaxy where there was a need for an inexpensive defensive fighter from pre-Clone Wars Jedi to New Republic task forces.
TEXT_TOOLTIP_CLOUDCAR,The first high-altitude atmospheric combat speeder classified as a "Cloud car" in recent history. Intended to provide air defense and security patrols to mining and commercial sites. More armored than most combat airspeeders while also providing impressive speed.
TEXT_TOOLTIP_CLOUDCAR_COMPANY,Company: 3x Storm Cloud Car
TEXT_TOOLTIP_CLOUDCAR_HEALTH,Health: 150 (Speeder)
TEXT_TOOLTIP_CLOUDCAR_MOVE,Speed: 6.0 | Turn: 4.0 
TEXT_TOOLTIP_CLOUDCAR_WEAP1,1x Heavy AI Blaster Cannon: 6 / 1.0s / 400m
TEXT_TOOLTIP_COMMAND_AGRELCU_HAALTA,Ubrikkian Cruiser, Agrelcu Haalta
TEXT_TOOLTIP_COMMAND_DEMOLISHER,Modified Gladiator-I Star Destroyer, Demolisher
TEXT_TOOLTIP_COMMAND_FIRESPRAY,Firespray-31 Patrol Craft
TEXT_TOOLTIP_COMMAND_FREEJACK,IPV-1 Gunboat, Freejack
TEXT_TOOLTIP_COMMAND_HARMZUAY,Kaloth Battlecruiser, Harmzuay
TEXT_TOOLTIP_COMMAND_HOUNDSTOOTH,Modified YV-666 Light Freighter, Hound's Tooth
TEXT_TOOLTIP_COMMAND_IMRU_OOTMIAN,Light Minstrel Yacht, Imru Ootmian
TEXT_TOOLTIP_COMMAND_LOOSE_CANNON,DP20 Frigate, Loose Cannon
TEXT_TOOLTIP_COMMAND_LORDA,Juvard Frigate, Lorda Doma Toma
TEXT_TOOLTIP_COMMAND_NAL_HUTTA_JEWEL,Heavy Minstrel Yacht, Nal Hutta Jewel
TEXT_TOOLTIP_COMMAND_POTALA_UM_VAR,Custom Battlecruiser, Potala Um Var
TEXT_TOOLTIP_COMMAND_PROSPEROUS_SECRET,Raka Freighter, Prosperous Secret
TEXT_TOOLTIP_COMMAND_PUNISHINGONE,JumpMaster 5000, Punishing One
TEXT_TOOLTIP_COMMAND_PURSUER,Pursuer Enforcement Ship
TEXT_TOOLTIP_COMMAND_REDOUBT,Venator Star Destroyer, Redoubt
TEXT_TOOLTIP_COMMAND_RIGHTFUL_DOMINION,Vontor Destroyer, Rightful Dominion
TEXT_TOOLTIP_COMMAND_SABLE_III,Modified CR90 Corvette, Sable III
TEXT_TOOLTIP_COMMAND_SAVRIP,Marauder Cruiser, Savrip
TEXT_TOOLTIP_COMMAND_SLAGORTH,Space ARC Star Cruiser, Galdar
TEXT_TOOLTIP_COMMAND_SLAVE_ONE,Modified Firespray-31 Patrol Craft, Slave I
TEXT_TOOLTIP_COMMAND_SMOKESWIMMER,CR90 Corvette, Smokeswimmer
TEXT_TOOLTIP_COMMAND_STRIKEFAST,Victory-II Star Destroyer, Strikefast
TEXT_TOOLTIP_COMMAND_SWEET_VICTORY,Marauder Cruiser, Sweet Victory
TEXT_TOOLTIP_COMMAND_TANTIVE_IV,Modified CR90 Corvette, Tantive IV
TEXT_TOOLTIP_COMMAND_TARNTAS_FANG,CR90 Corvette, Tarnta's Fang
TEXT_TOOLTIP_COMMAND_TEMPEST,Modified Tempest Cruiser, Tempest
TEXT_TOOLTIP_COMMAND_VANGAR,Customs Light Corvette, Hunting Thrubidor
TEXT_TOOLTIP_COMMAND_VULTURE,Marauder Cruiser, Vulture
TEXT_TOOLTIP_COMMAND_YTOBBA,Szajin Cruiser, Y'Tobba
TEXT_TOOLTIP_COMMANDER_ARMORED_HUTT_HEALTH,Health: 150 [5%/5s] (Hero)
TEXT_TOOLTIP_COMMANDER_MINOR_SHELL_HUTT,Health: 150 [5%/5s] (Hero)
TEXT_TOOLTIP_CORELLIAN_CORVETTE,The CR90 corvette, commonly referred to as the Corellian corvette or the blockade runner, also known as an Alderaan cruiser, was a small, multi-purpose capital ship manufactured by the Corellian Engineering Corporation. It became popular with many governments and private organizations because of its versatile, modular design, allowing different weapon emplacements to be switched out with ease.
TEXT_TOOLTIP_CORELLIAN_CORVETTE_HERO_PD,Point-Defense: 1 / 0.35s / 1.6km
TEXT_TOOLTIP_CORELLIAN_CORVETTE_HERO_WEAP1,2x Heavy Quad Rapid Laser Cannons: 6 / 5.0s / 4.0km
TEXT_TOOLTIP_CORELLIAN_CORVETTE_HULL,Hull: 500 (Corvette)
TEXT_TOOLTIP_CORELLIAN_CORVETTE_MOVE,Speed: 7.0 | Accel: 0.3 | Turn: 0.65
TEXT_TOOLTIP_CORELLIAN_CORVETTE_PD,Point-Defense: 1 / 0.38s / 1.6km
TEXT_TOOLTIP_CORELLIAN_CORVETTE_SHIELD,Shields: 500 / [11.25/R] (Corvette)
TEXT_TOOLTIP_CORELLIAN_CORVETTE_WEAP1,2x Heavy Dual Rapid Laser Cannons: 6 / 5.0s / 4.0km
TEXT_TOOLTIP_CORELLIAN_CORVETTE_WEAP2,4x Medium Rapid Laser Cannons: 6 / 5.0s / 3.5km
TEXT_TOOLTIP_CORELLIAN_CORVETTE_X_SQUADRON,Fighters: 0.5 / 0
TEXT_TOOLTIP_CORELLIAN_GUNBOAT,The DP20 frigate, or Corellian Gunship, was one of the few dedicated warship designs produced by Corellian Engineering Corporation for the Republic fleet and was the most common member of the Corellian gunship product line. Though small and compact, it was fast and carried heavy firepower for a ship of its size and class, using the passenger space common in other CEC designs for additional combat systems.
TEXT_TOOLTIP_CORELLIAN_GUNBOAT_HULL,Hull: 450 (Corvette)
TEXT_TOOLTIP_CORELLIAN_GUNBOAT_MOVE,Speed: 6.65 | Accel: 0.25 | Turn: 0.65
TEXT_TOOLTIP_CORELLIAN_GUNBOAT_SHIELD,Shields: 500 / [10/R] (Corvette)
TEXT_TOOLTIP_CORELLIAN_GUNBOAT_WEAP1,3x Light Dual Turbolasers: 2 / 5.0s / 5.0km
TEXT_TOOLTIP_CORELLIAN_GUNBOAT_WEAP2,2x Light Quad Laser Cannons: 2 / 5.0s / 3.5km
TEXT_TOOLTIP_CORELLIAN_GUNBOAT_WEAP3,2x Light Concussion Missiles: 1 / 3.33s / 4.0km
TEXT_TOOLTIP_CORSEC_TROOPER,Corellian line infantry serving as the frontline troopers of CorSec against civil unrest and defenders against outside invasion. Their standard gear is produced mostly from local Corellian manufacturers, ranging from 611 Combat Armor to Corellian Arms CDEF blasters. Ion support gear is also a more significant part of their arsenal compared to most infantry. While their morale in active combat zones is unexceptional due to serving mostly as sector peacekeepers, CorSec Troopers versatile equipment and dense numbers make them foolish to underestimate.
TEXT_TOOLTIP_CORSEC_TROOPER_COMPANY,Company: 48x CorSec Trooper
TEXT_TOOLTIP_CORSEC_TROOPER_COMPANY_WEAP1,20x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_CORSEC_TROOPER_COMPANY_WEAP2,20x Blaster Carbine: 3 / 1.25s / 220m
TEXT_TOOLTIP_CORSEC_TROOPER_COMPANY_WEAP3,8x Ion Rifle: 1 / 3.0s / 220m
TEXT_TOOLTIP_CORSEC_TROOPER_COMPANY_WEAP4,6x Ion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_CORSEC_TROOPER_COMPANY_WEAP5,6x Sonic Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_CORSEC_TROOPER_HEALTH,Health: 17 (Infantry)
TEXT_TOOLTIP_CORSEC_TROOPER_LT_HEALTH,Health: 23 (Infantry)
TEXT_TOOLTIP_CORSEC_TROOPER_MOVE,Speed: 1.0
TEXT_TOOLTIP_CORSEC_TROOPER_SGT_HEALTH,Health: 20 (Infantry)
TEXT_TOOLTIP_CORSEC_TROOPER_SQUAD,Squad: 12x CorSec Trooper
TEXT_TOOLTIP_CORSEC_TROOPER_SQUAD1_WEAP1,10x Blaster Carbine: 3 / 1.25s / 220m
TEXT_TOOLTIP_CORSEC_TROOPER_SQUAD1_WEAP2,2x Ion Rifle: 1 / 3.0s / 220m
TEXT_TOOLTIP_CORSEC_TROOPER_SQUAD1_WEAP3,3x Sonic Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_CORSEC_TROOPER_SQUAD2_WEAP1,10x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_CORSEC_TROOPER_SQUAD2_WEAP2,2x Ion Rifle: 1 / 3.0s / 220m
TEXT_TOOLTIP_CORSEC_TROOPER_SQUAD2_WEAP3,6x Ion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_CORSEC_TROOPER_WEAP1,1x CDEF Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_CORSEC_TROOPER_WEAP2,1x CDEF Carbine: 3 / 1.25s / 220m
TEXT_TOOLTIP_CORSEC_TROOPER_WEAP3,1x DEMP Gun: 1 / 3.0s / 220m
TEXT_TOOLTIP_CORSEC_TROOPER_WEAP4,1x Ion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_CORSEC_TROOPER_WEAP5,1x Sonic Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_CRIMSON_CONDOTTIERE_COMMANDER_HEALTH,Health: 31 (Droid)
TEXT_TOOLTIP_CRIMSON_CONDOTTIERE_HEALTH,Health: 29 (Droid)
TEXT_TOOLTIP_CRIMSON_CONDOTTIERE_MOVE,Speed: 1.0
TEXT_TOOLTIP_CRIMSON_CONDOTTIERE_SQUAD_WEAP1,6x Pulse Wave Rifle: 2 / 1.25s / 200m
TEXT_TOOLTIP_CRIMSON_CONDOTTIERE_SQUAD_WEAP2,6x Heat Beam: 12 / 5.00s / 200m
TEXT_TOOLTIP_CRIMSON_CONDOTTIERE_WEAP1,1x Pulse Wave Rifle: 2 / 1.25s / 200m
TEXT_TOOLTIP_CRIMSON_CONDOTTIERE_WEAP2,1x Heat Beam: 12 / 5.00s / 200m
TEXT_TOOLTIP_CUSTOMS_CORVETTE,Designed to infringe on Corellian market niches during the last decades of the Republic, and famous for use with the Imperial Customs Office, this vessel is intended to dock with merchant freighters and transports to conduct routine system patrol and merchant vessel monitoring. It is not as durable as some purely military screening vessels, but is fast and well armed enough to perform the role in fleet combat.
TEXT_TOOLTIP_CUSTOMS_CORVETTE_HULL,Hull: 600 (Corvette)
TEXT_TOOLTIP_CUSTOMS_CORVETTE_MOVE,Speed: 7.0 | Accel: 0.3 | Turn: 0.6
TEXT_TOOLTIP_CUSTOMS_CORVETTE_PD,Point-Defense: 1 / 0.32s / 1.75km
TEXT_TOOLTIP_CUSTOMS_CORVETTE_PIRATE_WEAP1,2x Dual Turbolasers: 2 / 5.0s / 6.0km
TEXT_TOOLTIP_CUSTOMS_CORVETTE_SHIELD,Shields: 450 / [9/R] (Corvette)
TEXT_TOOLTIP_CUSTOMS_CORVETTE_WEAP1,6x Heavy Dual Rapid Laser Cannons: 6 / 5.0s / 4.0km
TEXT_TOOLTIP_DEFENSE_SATELLITE_LASER_HULL,Hull: 2000 (Heavy Frigate)
TEXT_TOOLTIP_DEFENSE_SATELLITE_LASER_SHIELD,Shields: 1000 / [20/R] (Heavy Frigate)
TEXT_TOOLTIP_DEFENSE_SATELLITE_LASER_WEAP1,2x Heavy Laser Cannons: 6 / 1.0s / 5.5km
TEXT_TOOLTIP_DEFENSE_SATELLITE_MISSILE_HULL,Hull: 2000 (Heavy Frigate)
TEXT_TOOLTIP_DEFENSE_SATELLITE_MISSILE_SHIELD,Shields: 1000 / [20/R] (Heavy Frigate)
TEXT_TOOLTIP_DEFENSE_SATELLITE_MISSILE_WEAP1,1x Assault Concussion Missile: 12 / 13.0s / 8.0km
TEXT_TOOLTIP_DENGAR,A nasty bounty hunter who would sell out anyone if the price was right. Dengar flies the Punishing One, a modified Jumpmaster 5000 armed with a quad laser, ion cannon, and a torpedo launcher. It does not have any holding cells as Dengar prefers to collect his targets dead.
TEXT_TOOLTIP_DENGAR_CW_HEALTH,Health: 130 (Hero)
TEXT_TOOLTIP_DENGAR_CW_WEAP1,1x DLT-18 Repeating Blaster: 5 / 1.0s / 280m
TEXT_TOOLTIP_DENGAR_HEALTH,Health: 200 (Hero)
TEXT_TOOLTIP_DENGAR_MOVE,Speed: 1.0
TEXT_TOOLTIP_DENGAR_WEAP1,1x Valken-38 Blaster Rifle: 1 / 3.0s / 320m
TEXT_TOOLTIP_DENN_WESSEX,Denn Wessex distinguished himself at the Battle of Boz Pity and was made one of the first Moffs. He married Lira Blissex, a celebrated engineer who capitalized on Denn's influence to push her Imperator project. Wessex went on to become Grand Moff of the Relgim Oversector under the Empire.
TEXT_TOOLTIP_DESTROYER_DROID_MK1_HEALTH,Health: 25 (Droid)
TEXT_TOOLTIP_DESTROYER_DROID_MK1_MOVE,Speed: 2.0 | Turn: 15
TEXT_TOOLTIP_DESTROYER_DROID_MK1_P,First export model of a shielded battle droid used by the Trade Federation, Confederacy of Independent Systems and other groups. Feared by the strongest personal combatants, Destroyer Droids are fast, resilient, and well armed.
TEXT_TOOLTIP_DESTROYER_DROID_MK1_P_COMPANY,Company: 12x P-Series Destroyer Droid
TEXT_TOOLTIP_DESTROYER_DROID_MK1_P_WEAP1,1x Light AI Blaster Cannon: 2 / 0.5s / 240m
TEXT_TOOLTIP_DESTROYER_DROID_MK1_Q,Last of the wartime Droideka mainline, the Q-series incorporates both the high shield strength and improved weapons of previous models at an even higher individual cost. They are a more limited but powerful version.
TEXT_TOOLTIP_DESTROYER_DROID_MK1_Q_COMPANY,Company: 10x Q-Series Destroyer Droid
TEXT_TOOLTIP_DESTROYER_DROID_MK1_SHIELD,Shields: 50 / [10/R] (Infantry)
TEXT_TOOLTIP_DESTROYER_DROID_MK1_W,Second export model of the Droideka-series, adjusted for what was seen as a more logistically efficient battlefield role. More favoring offense over defense, shield power takes a hit while weapon power increases compared to previous series.
TEXT_TOOLTIP_DESTROYER_DROID_MK1_W_COMPANY,Company: 12x W-Series Destroyer Droid
TEXT_TOOLTIP_DESTROYER_DROID_MK1_W_SHIELD,Shields: 25 / [10/R] (Infantry)
TEXT_TOOLTIP_DESTROYER_DROID_MK1_WEAP1,1x AI Blaster Cannon: 2 / 0.5s / 240m
TEXT_TOOLTIP_DESTROYER_DROID_MK2,A "battle" version of the droideka, this iteration is armed with additional weapons including ion cannons for use against vehicles. Designed late in the Clone Wars, it was not built in sufficient numbers to have an effect on the conflict but would later see a resurgence in use among criminal groups.
TEXT_TOOLTIP_DESTROYER_DROID_MK2_COMPANY,Company: 8x Destroyer Droid-II
TEXT_TOOLTIP_DESTROYER_DROID_MK2_HEALTH,Health: 35 (Droid)
TEXT_TOOLTIP_DESTROYER_DROID_MK2_MOVE,Speed: 2.25 | Turn: 15.5
TEXT_TOOLTIP_DESTROYER_DROID_MK2_SHIELD,Shields: 60 / [10/R] (Infantry)
TEXT_TOOLTIP_DESTROYER_DROID_MK2_WEAP1,3x Light AI Blaster Cannons: 2 / 1.0s / 240m
TEXT_TOOLTIP_DESTROYER_DROID_MK2_WEAP2,1x Ion Cannon: 3 / 3.0s / 240m
TEXT_TOOLTIP_DORBULLA,One of the rarest and most impressive warships used by the Hutts, the Dor'bulla is a massive symbol of their might. Intended to fight off the increasingly common corporate and government battlecruisers developed at the end of the Galactic Republic's reign, it can take a staggering amount of punishment even for its size.
TEXT_TOOLTIP_DORBULLA_HULL,Hull: 45900 (Capital)
TEXT_TOOLTIP_DORBULLA_MOVE,Speed: 2.8 | Accel: 0.075 | Turn: 0.15
TEXT_TOOLTIP_DORBULLA_SHIELD,Shields: 30000 / [75/R] (Capital)
TEXT_TOOLTIP_DORBULLA_SQUADRON,Fighters: 4 / 12 | Bombers: 1 / 3
TEXT_TOOLTIP_DORBULLA_WEAP1,12x Heavy Dual Turbolasers: 2 / 2.5s / 7.8km
TEXT_TOOLTIP_DORBULLA_WEAP2,18x Medium Turbolasers: 2 / 2.0s / 6.8km
TEXT_TOOLTIP_DORBULLA_WEAP3,8x Heavy Dual Ion Cannons: 2 / 2.5s / 7.8km
TEXT_TOOLTIP_DORBULLA_WEAP4,4x Assault Concussion Missiles: 4 / 10.0s / 7.8km
TEXT_TOOLTIP_DORBULLA_WEAP5,4x Concussion Missiles: 4 / 10.0s / 4.8km
TEXT_TOOLTIP_DREADNAUGHT,A crew-intensive but durable cruiser designed many decades before the Clone Wars. The design has spawned countless variants and has seen use by every galactic government to date in some capacity, remaining a suitable, if outdated, warship. These models boast added ion cannons and an upgrades main turbolaser battery.
TEXT_TOOLTIP_DREADNAUGHT_CARRIER,A Dreadnaught variant heavily refitted for antipiracy duty with respectable hangars while still maintaining antiship armament near the stock levels, at the cost of support weapons. Originally done by the Republic Judicial department, it remained rather uncommon compared to other naval retrofits.
TEXT_TOOLTIP_DREADNAUGHT_CARRIER_HULL,Hull: 2120 (Heavy Frigate)
TEXT_TOOLTIP_DREADNAUGHT_CARRIER_SHIELD,Shields: 2000 / [20/R] (Frigate)
TEXT_TOOLTIP_DREADNAUGHT_CARRIER_SQUADRON,Fighters: 1 / 1 | Bombers: 1 / 2
TEXT_TOOLTIP_DREADNAUGHT_CARRIER_WEAP2,2x Heavy Quad Laser Cannons: 2 / 1.67s / 4.6km
TEXT_TOOLTIP_DREADNAUGHT_CARRIER_WEAP3,1x Heavy Laser Cannon: 2 / 1.67s / 4.6km
TEXT_TOOLTIP_DREADNAUGHT_EMPIRE,A crew-intensive but durable cruiser designed many decades before the Clone Wars. The design has spawned countless variants and has seen use by every galactic government to date in some capacity, remaining a suitable, if outdated, warship. This model features an extensive increase in turbolaser fire that upgrades or replaces other weapons.
TEXT_TOOLTIP_DREADNAUGHT_EMPIRE_HULL,Hull: 2205 (Heavy Frigate)
TEXT_TOOLTIP_DREADNAUGHT_EMPIRE_MOVE,Speed: 3.85 | Accel: 0.175 | Turn: 0.375
TEXT_TOOLTIP_DREADNAUGHT_EMPIRE_SHIELD,Shields: 2200 / [22/R] (Frigate)
TEXT_TOOLTIP_DREADNAUGHT_EMPIRE_WEAP1,2x Heavy Dual Turbolasers: 2 / 4.0s / 7.1km
TEXT_TOOLTIP_DREADNAUGHT_EMPIRE_WEAP2,2x Light Turbolasers: 2 / 2.0s / 5.1km
TEXT_TOOLTIP_DREADNAUGHT_EMPIRE_WEAP3,2x Light Quad Laser Cannons: 2 / 0.5s / 3.6km
TEXT_TOOLTIP_DREADNAUGHT_EMPIRE_WEAP4,1x Concussion Missile: 1 / 5.0s / 4.1km
TEXT_TOOLTIP_DREADNAUGHT_GUNBOAT,A dangerous configuration of a typical Rendili Dreadnaught-class intended to put as much firepower onto enemy ships as possible, armed with a full turbolaser fit. The power requirements degrades the shielding to barely compare to a Carrack-class. Effective against most ships, but not able to defend from fighters well.
TEXT_TOOLTIP_DREADNAUGHT_GUNBOAT_HULL,Hull: 2170 (Heavy Frigate)
TEXT_TOOLTIP_DREADNAUGHT_GUNBOAT_MOVE,Speed: 3.15 | Accel: 0.125 | Turn: 0.375
TEXT_TOOLTIP_DREADNAUGHT_GUNBOAT_SHIELD,Shields: 1200 / [12/R] (Frigate)
TEXT_TOOLTIP_DREADNAUGHT_GUNBOAT_WEAP1,2x Medium Turbolasers: 2 / 2.0s / 6.1km
TEXT_TOOLTIP_DREADNAUGHT_GUNBOAT_WEAP2,2x Light Quad Turbolasers: 2 / 1.0s / 5.1km
TEXT_TOOLTIP_DREADNAUGHT_GUNBOAT_WEAP3,2x Light Quad Laser Cannons: 2 / 0.5s / 3.6km
TEXT_TOOLTIP_DREADNAUGHT_HULL,Hull: 2200 (Heavy Frigate)
TEXT_TOOLTIP_DREADNAUGHT_LASERS,A crew-intensive but durable cruiser designed many decades before the Clone Wars. This is an older variant, more suited to picket duty than combat with modern warships due to its extensive laser cannon armament and limited turbolaser count.
TEXT_TOOLTIP_DREADNAUGHT_LASERS_HULL,Hull: 2200 (Heavy Frigate)
TEXT_TOOLTIP_DREADNAUGHT_LASERS_MOVE,Speed: 3.85 | Accel: 0.175 | Turn: 0.375
TEXT_TOOLTIP_DREADNAUGHT_LASERS_SHIELD,Shields: 2000 / [20/R] (Frigate)
TEXT_TOOLTIP_DREADNAUGHT_LASERS_WEAP1,2x Medium Turbolasers: 2 / 2.0s / 6.1km
TEXT_TOOLTIP_DREADNAUGHT_LASERS_WEAP2,2x Heavy Laser Cannons: 2 / 1.0s / 4.6km
TEXT_TOOLTIP_DREADNAUGHT_LASERS_WEAP3,2x Light Quad Laser Cannons: 2 / 0.5s / 3.6km
TEXT_TOOLTIP_DREADNAUGHT_MOVE,Speed: 3.85 | Accel: 0.175 | Turn: 0.375
TEXT_TOOLTIP_DREADNAUGHT_SHIELD,Shields: 2000 / [20/R] (Frigate)
TEXT_TOOLTIP_DREADNAUGHT_SQUADRON,Fighters: 0.5 / 0.5
TEXT_TOOLTIP_DREADNAUGHT_WEAP1,2x Heavy Dual Turbolasers: 2 / 4.0s / 7.1km
TEXT_TOOLTIP_DREADNAUGHT_WEAP2,2x Medium Ion Cannons: 2 / 2.0s / 6.1km
TEXT_TOOLTIP_DREADNAUGHT_WEAP3,2x Heavy Laser Cannons: 2 / 1.0s / 4.6km
TEXT_TOOLTIP_DREADNAUGHT_WEAP4,2x Light Quad Laser Cannons: 2 / 0.5s / 3.6km
TEXT_TOOLTIP_DREDNAR,After a boring career on a merchant ship, Drednar joined Karn Granzor when the pirate boarded his freighter. Drednar learned combat and command from Granzor, but he was not alone in resenting the captain's hoarded loot and lack of style. He and several other mutineers took the chance to depart, acquire their own vessel, and defeat Granzor. Drednar went on to become a successful and colorful freebooter based on Taraloon, refusing a cybernetic eye in favor of his patch's "piratical effect". His favored tactic for finding prey was creating artificial ice asteroids in trade lanes to force ships out of hyperspace.
TEXT_TOOLTIP_DREDNAR_ION,1x Medium Ion Cannon: 2 / 3.0s
TEXT_TOOLTIP_DREDNAR_SQUADRON,Fighters: 1 / 0
TEXT_TOOLTIP_DRK1_PROBE_DROID,Developed by Arakyd Industries, the DRK-1 probe droid was a small, spherical automaton equipped with sophisticated sensor and communications packages. The design dated back centuries to early Sith probe droid models based on schematics provided by Sith holocrons.
TEXT_TOOLTIP_DUNELIZARD_FIGHTER,Developed by MandalMotors for the Empire in its early years, the Dunelizard design was rejected for military service as it was viewed as expensive and underpowered. It would instead find a place among the Hutt Kajidics and various pirate groups who were fond of its rugged nature. The Dunelizard is a highly modifiable craft, with this variant being equipped with slugthrower cannons and proton torpedo launchers.
TEXT_TOOLTIP_DUNELIZARD_INTERCEPTOR,One of MandalMotors fighter designs originally produced between the Clone Wars and the Galactic Civil War on commission from the Hutt Cartels. Based off the M3-A Scyk, the Dunelizard is designed to be more armored without sacrificing the maneuverability Hutt pilots rely upon. The result is a muscular medium starfighter that's easily customizable, with the basic armament baring linked laser cannons.
TEXT_TOOLTIP_DWARF_SPIDER_DROID,The Dwarf Spider Droid graduated from punishing tax avoiders for the Commerce Guild to the main line fire support platform for the CIS when the Clone Wars started. The droid proved to be extremely capable at hunting down clone troopers and their vehicles. The Empire would also later adopt the DSD to help police former Separatists' worlds and make up for the Empire’s dwindling manpower after decades of warfare. 
TEXT_TOOLTIP_DWARF_SPIDER_DROID_COMPANY,Company: 16x Dwarf Spider Droid
TEXT_TOOLTIP_DWARF_SPIDER_DROID_HEALTH,Health: 45 (Droid)
TEXT_TOOLTIP_DWARF_SPIDER_DROID_MOVE,Speed: 0.9
TEXT_TOOLTIP_DWARF_SPIDER_DROID_SQUAD,Squad: 4x Dwarf Spider Droid
TEXT_TOOLTIP_DWARF_SPIDER_DROID_WEAP1,1x AV Blaster Cannon: 1 / 2.0s / 280m
TEXT_TOOLTIP_ELITE_MERCENARY_COMPANY_WEAP1,12x Heavy Repeating Blaster: 5 / 1.0s / 280m
TEXT_TOOLTIP_ELITE_MERCENARY_COMPANY_WEAP2,6x Slugthrower Sniper Rifle: 1 / 3.0s / 320m
TEXT_TOOLTIP_ELITE_MERCENARY_COMPANY_WEAP3,6x Light AV Missile Launcher: 1 / 9.0s / 280m
TEXT_TOOLTIP_ELITE_MERCENARY_HEALTH,Health: 24 (Infantry)
TEXT_TOOLTIP_ELITE_MERCENARY_LEADER_HEALTH,Health: 27 (Infantry)
TEXT_TOOLTIP_ELITE_MERCENARY_SHIELD,Shields: 12 / [2/R] (Infantry)
